seed,frames,mean_reward_10,config
0,1000,10.8,wide
0,2000,10.0,wide
0,3000,12.9,wide
0,4000,62.4,wide
0,5000,119.9,wide
0,6000,164.0,wide
0,7000,166.2,wide
0,8000,168.2,wide
0,9000,165.1,wide
0,10000,162.8,wide
0,11000,157.7,wide
0,12000,179.9,wide
0,13000,200.9,wide
0,14000,167.8,wide
0,15000,151.3,wide
0,16000,153.8,wide
0,17000,166.0,wide
0,18000,167.7,wide
0,19000,152.0,wide
0,20000,144.7,wide
