seed,frames,mean_reward_10,config
0,1000,9.9,deep
0,2000,10.9,deep
0,3000,16.7,deep
0,4000,69.6,deep
0,5000,109.1,deep
0,6000,146.7,deep
0,7000,191.3,deep
0,8000,220.5,deep
0,9000,234.2,deep
0,10000,235.8,deep
0,11000,244.7,deep
0,12000,216.8,deep
0,13000,174.2,deep
0,14000,158.8,deep
0,15000,151.9,deep
0,16000,154.9,deep
0,17000,154.1,deep
0,18000,159.2,deep
0,19000,185.0,deep
0,20000,208.1,deep
